WRZ_ID,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
21,0.223839295,0.222932922,0.2220729,0.22134374,0.220559151,0.218510153,0.214386652,0.214349151,0.211684118,0.210317742,0.210255022,0.210210751,0.210262661,0.210222327,0.210139909,0.209936057,0.209739676,0.209551665,0.209393887,0.209247415,0.209494018,0.209898292,0.21030577,0.210824418,0.211353739,0.211710307,0.212163997,0.21260215,0.213020871,0.213426931,0.213813143,0.214177774,0.214529598,0.214860233,0.215176861,0.215482245,0.215768554,0.216038281,0.216299611,0.216548154,0.216794785,0.217040516,0.217281857,0.217525198,0.217768366,0.218014562,0.218264816,0.218527923,0.218805606,0.219094966,0.219400571,0.219716743,0.220044911,0.220374987,0.220710966,0.221051656,0.221396277,0.221732655,0.222062764,0.222388866,0.222711838
22,1.204797673,1.187223294,1.17500089,1.15902207,1.145831605,1.139803312,1.140962172,1.141775667,1.143253153,1.143903138,1.144201165,1.14444077,1.145048556,1.145592385,1.146030446,1.144726568,1.143899384,1.143857869,1.144303789,1.145272834,1.138017094,1.140980471,1.143950589,1.147001353,1.150087333,1.150136265,1.15261269,1.155005695,1.157295445,1.159516204,1.161632766,1.16363452,1.165566638,1.167388222,1.169134569,1.170822114,1.172411249,1.173912867,1.17536999,1.176762053,1.178144344,1.179524759,1.180885363,1.182258039,1.183632783,1.185025361,1.186441559,1.187927056,1.189492943,1.191124562,1.19284471,1.194625015,1.196471403,1.198331884,1.200224739,1.202144981,1.204088698,1.205992742,1.207864393,1.20971612,1.211553439
23,0.428559731,0.428271915,0.427919053,0.427492722,0.427006016,0.426080239,0.412142313,0.411087817,0.411892773,0.412605518,0.413227031,0.413446535,0.413810975,0.414284619,0.414686254,0.414671316,0.414625736,0.414542989,0.41447986,0.414434067,0.40895594,0.410027657,0.411105978,0.412210645,0.413325486,0.411352571,0.411610048,0.411831056,0.41200895,0.412155582,0.412259581,0.412316853,0.412343192,0.412325502,0.412275497,0.412199766,0.412085128,0.411934777,0.411763863,0.4115662,0.411360411,0.41115013,0.410929281,0.410708265,0.410484085,0.410261747,0.410043293,0.409844056,0.409668326,0.409511094,0.409379507,0.409264216,0.40916652,0.409069054,0.408977001,0.408889001,0.408803714,0.408700219,0.408580005,0.408447447,0.408304683
24,0.921652468,0.913786156,0.905986408,0.897851503,0.889367782,0.862457269,0.85432929,0.856486265,0.858584428,0.860599758,0.860988385,0.861433145,0.862330824,0.863155254,0.863865662,0.864535596,0.864977739,0.865364663,0.86578229,0.866245209,0.81443731,0.815959835,0.817498139,0.819289052,0.821097454,0.815353777,0.814565625,0.813707375,0.812768424,0.811768495,0.810689221,0.809524367,0.808299952,0.806994931,0.805628667,0.804211947,0.802723738,0.801169583,0.799573993,0.797927148,0.796258944,0.794575042,0.792865761,0.791147621,0.789415745,0.787677983,0.785937393,0.784217812,0.782525497,0.780852237,0.779208828,0.777580312,0.775968443,0.774346121,0.772721299,0.771091637,0.773023946,0.774943763,0.776853391,0.778759479,0.780665276
25,1.550382159,1.538073987,1.525698251,1.465002234,1.444582997,1.444588878,1.445192625,1.446806009,1.446067418,1.445546458,1.445112947,1.444680586,1.44467348,1.444689708,1.444732409,1.441625886,1.438511486,1.435376391,1.434163693,1.433192039,1.420791533,1.423058323,1.425419698,1.427930674,1.43053231,1.434984328,1.438186515,1.441488426,1.444861389,1.449690369,1.45442288,1.459046315,1.463613271,1.46807372,1.472469462,1.476818662,1.481073404,1.485246673,1.489389055,1.493474954,1.497570638,1.501684897,1.505796215,1.509943378,1.514114207,1.518328143,1.522592387,1.526962843,1.531453396,1.536046924,1.540772195,1.545595175,1.550523993,1.555495269,1.560532025,1.565628411,1.570779955,1.575908558,1.581023122,1.58613902,1.591263111
26,0.468322284,0.466982765,0.465558839,0.464075137,0.462522791,0.445353897,0.442978088,0.443341518,0.443667938,0.443928501,0.443858874,0.443769895,0.443989193,0.444180414,0.444321454,0.443492691,0.44264886,0.441781501,0.440948154,0.440201303,0.439402705,0.44046226,0.441532263,0.442632848,0.44374716,0.443956794,0.444656124,0.445322038,0.445947307,0.446544576,0.44710108,0.447612863,0.448096612,0.448537522,0.448948508,0.449335812,0.449684999,0.449999993,0.450296671,0.450567673,0.450833213,0.451096353,0.451350532,0.451607328,0.451863145,0.452123674,0.452391028,0.452681831,0.453000184,0.453340691,0.453711528,0.454102354,0.454515179,0.454931078,0.455356531,0.455789753,0.4562293,0.456652277,0.457061194,0.457460612,0.457852573
27,1.625656458,1.623481839,1.621094941,1.618672074,1.615991843,1.619179868,1.62212236,1.562336256,1.555657839,1.558647968,1.561357024,1.563966814,1.56442572,1.564774351,1.56555554,1.564119233,1.563219617,1.562221721,1.561321683,1.560417245,1.561681417,1.562990072,1.56684246,1.570801488,1.574807151,1.576186749,1.578417441,1.580528426,1.582493687,1.584358724,1.58607763,1.587636181,1.58909439,1.590399098,1.591596702,1.59270971,1.593686328,1.594540608,1.595329615,1.59602705,1.596705438,1.597375931,1.598015009,1.598664134,1.599310498,1.599974444,1.600663567,1.60143744,1.602310912,1.603264658,1.604327847,1.605463522,1.606678689,1.607905621,1.609167216,1.610457204,1.61177042,1.613024976,1.614229483,1.615400344,1.616545
28,0.411496965,0.41036813,0.40919689,0.408013714,0.40682148,0.407500499,0.408125206,0.408700842,0.409249314,0.394358683,0.392766604,0.393289885,0.393936547,0.394560285,0.394568121,0.393739228,0.393056669,0.392582374,0.39213601,0.391691033,0.388779094,0.389168308,0.389555744,0.389963019,0.391036281,0.391515098,0.391978425,0.392409525,0.392801547,0.393166598,0.393492336,0.393775336,0.394031419,0.394246263,0.394432379,0.394595332,0.394721421,0.394814699,0.394890019,0.394940147,0.394984244,0.395024765,0.395055535,0.395087596,0.395117373,0.395150315,0.395188311,0.395246866,0.395329433,0.39543087,0.3955589,0.395703662,0.395867218,0.396031851,0.396203949,0.396381645,0.396563551,0.396728382,0.396878928,0.397019319,0.397151309
29,0.658364436,0.654986587,0.651680685,0.648687685,0.646006578,0.622768776,0.620716723,0.621017869,0.621388266,0.621813585,0.621418623,0.621021397,0.621036588,0.621066276,0.621059077,0.620024091,0.618979916,0.617912849,0.616920968,0.615995447,0.617011942,0.618145795,0.619666654,0.621240492,0.62283892,0.624837274,0.626435115,0.627987094,0.629481949,0.630939225,0.632338309,0.633673921,0.634971535,0.636207051,0.637401123,0.638562021,0.639667005,0.640723093,0.641754194,0.642747695,0.643735224,0.644719965,0.645691721,0.646669066,0.64764574,0.648631054,0.649628068,0.650662569,0.651739776,0.652851246,0.654010354,0.655200528,0.656425917,0.657656925,0.658905201,0.660167313,0.661440978,0.662690385,0.663921227,0.665140191,0.666349876
30,1.098614275,1.095888362,1.093320181,1.091083171,1.089284037,1.090152183,1.090905178,1.048534013,1.041917693,1.042153372,1.042497019,1.043029024,1.041634106,1.040358988,1.039367215,1.036407621,1.033444689,1.030470245,1.027620746,1.024857331,1.024084128,1.023412267,1.024479202,1.025665927,1.026931352,1.025362339,1.026940676,1.028448795,1.029869421,1.031232533,1.032506787,1.03368391,1.034802964,1.035827573,1.036789058,1.037700569,1.038527707,1.039280823,1.039996583,1.040656431,1.041308239,1.041957626,1.042589208,1.043230783,1.043873271,1.04453047,1.045207117,1.045942101,1.046743975,1.047600049,1.048530003,1.049509227,1.050543245,1.051587693,1.052658932,1.053752272,1.054864316,1.055941512,1.056991019,1.058023176,1.059042356
31,0.584954259,0.583124576,0.581295663,0.579516258,0.57768446,0.578567872,0.579364396,0.580085343,0.580756045,0.55524766,0.550690926,0.548956345,0.547638511,0.547346561,0.547001386,0.546761837,0.546727484,0.54668028,0.546683454,0.546770629,0.546755492,0.546819165,0.546895236,0.547011343,0.548115172,0.547181237,0.547242375,0.547256632,0.547215088,0.547133795,0.546996762,0.546799452,0.546562822,0.546268406,0.545932586,0.545562993,0.545141868,0.544674437,0.544180299,0.543650312,0.543109416,0.542561099,0.541997341,0.541432349,0.540861595,0.540292011,0.53972604,0.539183639,0.538669365,0.538176481,0.53771467,0.537271224,0.536848476,0.536423653,0.536004577,0.535588925,0.535174871,0.534735264,0.534273344,0.533794474,0.533301004
32,1.290132636,1.291000393,1.291714812,1.292385969,1.292873132,1.295457175,1.297804071,1.29991243,1.301892857,1.256240616,1.250535179,1.251524195,1.252891288,1.254168694,1.2543663,1.252992782,1.252080452,1.251103373,1.250761401,1.250551116,1.251612297,1.252862352,1.254093604,1.255388227,1.25878617,1.256476176,1.257420321,1.258259072,1.258971708,1.259595177,1.260092583,1.260452999,1.2607249,1.260865574,1.260912712,1.260884226,1.260738735,1.260488018,1.26017774,1.259786698,1.259372974,1.258944983,1.258483961,1.258023066,1.257551827,1.257086474,1.256632842,1.256237942,1.25591282,1.255641831,1.255447911,1.255301361,1.255207773,1.255113518,1.255037046,1.254973015,1.254917199,1.254805289,1.254644811,1.254448485,1.254221908
33,0.550997072,0.548227769,0.545343451,0.542274768,0.539028867,0.540959701,0.542633036,0.544186829,0.54554155,0.524325421,0.522737167,0.524542543,0.52639555,0.528243389,0.528658551,0.528156328,0.527829901,0.527452402,0.527101468,0.526746779,0.52727913,0.527819653,0.528351342,0.528905879,0.530375175,0.529440363,0.529800256,0.530056489,0.529718824,0.529335319,0.528891383,0.528381789,0.527827221,0.527210931,0.526548182,0.525847715,0.525092637,0.524287146,0.523450922,0.52257617,0.521686861,0.520787767,0.519871086,0.518950085,0.518020939,0.517089971,0.516159738,0.515249669,0.51436513,0.513499593,0.512661909,0.511840093,0.511035578,0.510226332,0.509418731,0.508611013,0.507801415,0.506963667,0.506099585,0.505214694,0.504311701
36,1.726930873,1.716017942,1.706393772,1.703006391,1.701231303,1.70187022,1.707640952,1.713805827,1.719468962,1.722335636,1.724991411,1.727856187,1.730186981,1.732655195,1.728381979,1.730682583,1.732688384,1.734813781,1.736460964,1.738368668,1.739948597,1.741403641,1.742296159,1.744323303,1.745547748,1.747284263,1.748849467,1.75032795,1.751674066,1.752999574,1.754204213,1.755262149,1.756303543,1.757199957,1.758046701,1.758875888,1.759556716,1.760103352,1.760619984,1.761030349,1.761470931,1.761945077,1.762387836,1.762873607,1.763364325,1.76389436,1.764473938,1.765222817,1.766168741,1.767273216,1.768600324,1.770079285,1.771732976,1.773434371,1.775238723,1.777141154,1.779138689,1.7810772,1.782980434,1.784842037,1.786678365
37,1.586867059,1.572450058,1.558925814,1.545622823,1.532610548,1.535383843,1.538114971,1.541352404,1.544346254,1.547349671,1.547195773,1.547000986,1.546969399,1.546818881,1.546700251,1.546748681,1.546605652,1.546459244,1.546240761,1.546059932,1.545822419,1.545205046,1.544338213,1.54333864,1.541977651,1.545733062,1.548214328,1.550651122,1.553016821,1.555357564,1.557624943,1.55980643,1.561962028,1.564035707,1.566075738,1.568102408,1.57006294,1.571973292,1.573890052,1.575784939,1.57773192,1.579740273,1.581786637,1.583914187,1.586109455,1.588394089,1.590775948,1.593315902,1.596028314,1.599359652,1.60281733,1.606363669,1.610007425,1.613679627,1.617405634,1.621178549,1.624993279,1.628765679,1.632506386,1.636231754,1.639948821
